Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                              393229             str_intern_range <cycle 3> [29]
-----------------------------------------------
                                   6             resolve_stmt_select_case <cycle 3> [178]
                                  23             resolve_select_case <cycle 3> [164]
                              262144             resolve_stmt_if <cycle 3> [118]
[36]     4.0    0.01    0.00  262173         resolve_stmt_block <cycle 3> [36]
                              360477             resolve_stmt <cycle 3> [27]
-----------------------------------------------
                0.00    0.00   32768/196608      cast_operand <cycle 3> [47]
                0.01    0.00  163840/196608      concat_operands <cycle 3> [38]
[37]     4.0    0.01    0.00  196608         buf__printf [37]
-----------------------------------------------
                              163840             resolve_binary_string_op <cycle 3> [111]
[38]     3.3    0.00    0.01  163840         concat_operands <cycle 3> [38]
                0.01    0.00  163840/196608      buf__printf [37]
                0.00    0.00  163840/884917      str_intern [103]
                0.00    0.00  163840/4391395     operand_const [98]
                              163840             str_intern_range <cycle 3> [29]
-----------------------------------------------
                0.00    0.00      20/688156      resolve_expr_call <cycle 3> [95]
                0.00    0.01  688136/688156      resolve_typespec_name [40]
[39]     3.1    0.00    0.01  688156         resolve_name [39]
                0.00    0.01  688156/3604725     sym_get [13]
-----------------------------------------------
                0.00    0.01  688136/688136      resolve_typespec [24]
[40]     3.1    0.00    0.01  688136         resolve_typespec_name [40]
                0.00    0.01  688136/688156      resolve_name [39]
-----------------------------------------------
                0.00    0.00      19/1015899     resolve_select_case_pattern <cycle 3> [96]
                0.01    0.00 1015880/1015899     resolve_expr_binary <cycle 3> [43]
[41]     2.0    0.01    0.00 1015899         token_kind_name [41]
-----------------------------------------------
                0.00    0.00       3/164482      test_keywords [93]
                0.01    0.00  164479/164482      next_token [9]
[42]     2.0    0.01    0.00  164482         is_keyword_name [42]
-----------------------------------------------
                             1015880             resolve_expected_expr <cycle 3> [7]
[43]     2.0    0.00    0.01 1015880         resolve_expr_binary <cycle 3> [43]
                0.01    0.00 1015880/1015899     token_kind_name [41]
                             2031760             resolve_expr <cycle 3> [25]
                             1015880             resolve_expr_binary_op <cycle 3> [30]
-----------------------------------------------
                0.00    0.00  262144/262144      resolve_unary_op [46]
[44]     1.5    0.00    0.00  262144         eval_unary_op [44]
                0.00    0.00  262144/688208      is_floating_type [32]
                0.00    0.00  262144/4391395     operand_const [98]
                0.00    0.00  262144/655440      is_integer_type [105]
-----------------------------------------------
                              262144             resolve_expected_expr <cycle 3> [7]
[45]     1.5    0.00    0.00  262144         resolve_expr_unary <cycle 3> [45]
                0.00    0.00  262144/262144      resolve_unary_op [46]
                0.00    0.00  262144/262144      is_scalar_type [113]
                              262144             resolve_expr <cycle 3> [25]
-----------------------------------------------
                0.00    0.00  262144/262144      resolve_expr_unary <cycle 3> [45]
[46]     1.5    0.00    0.00  262144         resolve_unary_op [46]
                0.00    0.00  262144/262144      eval_unary_op [44]
                0.00    0.00  262144/4391395     operand_const [98]
-----------------------------------------------
                               65536             promote_operand <cycle 3> [119]
                              131072             resolve_binary_arithmetic_op <cycle 3> [19]
                              262144             resolve_cond_expr <cycle 3> [114]
                              294992             unify_operands <cycle 3> [109]
                              819208             resolve_expr_binary_op <cycle 3> [30]
                             1802374             convert_operand <cycle 3> [102]
[47]     0.7    0.00    0.00 3375326         cast_operand <cycle 3> [47]
                0.00    0.00   32768/196608      buf__printf [37]
                0.00    0.00  753714/753714      is_castable [104]
                0.00    0.00   32768/884917      str_intern [103]
                               32768             str_intern_range <cycle 3> [29]
-----------------------------------------------
[48]     0.2    0.00    0.00     105+169     <cycle 2 as a whole> [48]
                0.00    0.00     180             parse_stmt <cycle 2> [49]
                0.00    0.00      33             parse_stmt_select_case <cycle 2> [57]
                0.00    0.00       7             parse_stmt_for <cycle 2> [61]
                0.00    0.00       8             parse_stmt_if <cycle 2> [66]
                0.00    0.00      12             parse_stmt_select <cycle 2> [67]
                0.00    0.00       4             parse_stmt_do <cycle 2> [86]
                0.00    0.00       1             parse_stmt_while <cycle 2> [88]
                0.00    0.00       1             parse_stmt_do_while_loop <cycle 2> [92]
                0.00    0.00       1             parse_stmt_do_until_loop <cycle 2> [91]
                0.00    0.00      27             parse_stmt_block <cycle 2> [162]
-----------------------------------------------
                                  36             parse_stmt_block <cycle 2> [162]
                                  39             parse_stmt_select_case <cycle 2> [57]
                0.00    0.00      33/105         test_parse [54]
                0.00    0.00      72/105         parse_stmts [51]
[49]     0.2    0.00    0.00     180         parse_stmt <cycle 2> [49]
                0.00    0.00     116/123         parse_simple_stmt [52]
                0.00    0.00      32/32          parse_stmt_dim [55]
                0.00    0.00     998/2963        match_keyword [56]
                0.00    0.00     180/1809        token_pos [124]
                                  12             parse_stmt_select <cycle 2> [67]
                                   8             parse_stmt_if <cycle 2> [66]
                                   7             parse_stmt_for <cycle 2> [61]
                                   4             parse_stmt_do <cycle 2> [86]
                                   1             parse_stmt_while <cycle 2> [88]
-----------------------------------------------
[50]     0.1    0.00    0.00     362+3653    <cycle 1 as a whole> [50]
                0.00    0.00     598             parse_expr_operand <cycle 1> [53]
                0.00    0.00     598             parse_expr_base <cycle 1> [63]
                0.00    0.00     395             parse_expr_mul <cycle 1> [64]
                0.00    0.00     327             parse_expr_add <cycle 1> [65]
                0.00    0.00     308             parse_expr_cmp <cycle 1> [77]
                0.00    0.00     303             parse_expr_and <cycle 1> [78]
                0.00    0.00     302             parse_expr_xor <cycle 1> [79]
                0.00    0.00     293             parse_expr_or <cycle 1> [84]
                0.00    0.00     598+13          parse_expr_unary <cycle 1> [85]
                0.00    0.00     293             parse_expr <cycle 1> [133]
-----------------------------------------------
                0.00    0.00       9/9           parse_interpreter [5]
[51]     0.1    0.00    0.00       9         parse_stmts [51]
                0.00    0.00      72/105         parse_stmt <cycle 2> [49]
                0.00    0.00      81/8470        is_token [121]
                0.00    0.00       9/264         buf__grow [135]
-----------------------------------------------
                0.00    0.00       7/123         parse_stmt_for <cycle 2> [61]
                0.00    0.00     116/123         parse_stmt <cycle 2> [49]
[52]     0.1    0.00    0.00     123         parse_simple_stmt [52]
                0.00    0.00     123/362         parse_expr_unary <cycle 1> [85]
                0.00    0.00     121/362         parse_expr <cycle 1> [133]
                0.00    0.00     121/165242      next_token [9]
                0.00    0.00     123/1809        token_pos [124]
                0.00    0.00     123/123         is_assign_op [144]
                0.00    0.00     121/2331        token_kind [123]
                0.00    0.00     121/128         new_stmt_assign [143]
                0.00    0.00       2/2           new_stmt_expr [182]
-----------------------------------------------
                                 598             parse_expr_base <cycle 1> [63]
[53]     0.1    0.00    0.00     598         parse_expr_operand <cycle 1> [53]
                0.00    0.00     571/165242      next_token [9]
                0.00    0.00     811/2963        match_keyword [56]
                0.00    0.00      10/58          expect_token [68]
                0.00    0.00      10/162         match_token [62]
                0.00    0.00    1632/8470        is_token [121]
                0.00    0.00     598/1809        token_pos [124]
                0.00    0.00     292/331         token_name [132]
                0.00    0.00     292/292         new_expr_name [134]
                0.00    0.00     188/194         token_int_val [138]
                0.00    0.00     188/192         new_expr_int [139]
                0.00    0.00      54/54          token_end [152]
                0.00    0.00      54/54          token_start [153]
                0.00    0.00      54/57          token_float_val [150]
                0.00    0.00      54/54          new_expr_float [151]
                0.00    0.00      37/39          token_str_val [156]
                0.00    0.00      37/37          new_expr_str [157]
                0.00    0.00      17/17          new_expr_boolean [167]
                0.00    0.00      10/11          new_expr_paren [171]
                                  10             parse_expr <cycle 1> [133]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[54]     0.1    0.00    0.00       1         test_parse [54]
                0.00    0.00      33/105         parse_stmt <cycle 2> [49]
                0.00    0.00      33/163914      init_stream [10]
                0.00    0.00      33/39          clear_stream [154]
-----------------------------------------------
                0.00    0.00      32/32          parse_stmt <cycle 2> [49]
[55]     0.0    0.00    0.00      32         parse_stmt_dim [55]
                0.00    0.00      33/362         parse_expr <cycle 1> [133]
                0.00    0.00      33/33          parse_type [70]
                0.00    0.00      33/116         expect_keyword [58]
                0.00    0.00      33/162         match_token [62]
                0.00    0.00      32/264         buf__grow [135]
                0.00    0.00      32/32          new_stmt_dim [161]
-----------------------------------------------
                0.00    0.00       1/2963        parse_stmt_do_while_loop <cycle 2> [92]
                0.00    0.00       1/2963        parse_stmt_do_until_loop <cycle 2> [91]
                0.00    0.00       7/2963        parse_stmt_for <cycle 2> [61]
                0.00    0.00      10/2963        parse_stmt_do <cycle 2> [86]
                0.00    0.00      22/2963        parse_stmt_if <cycle 2> [66]
                0.00    0.00      33/2963        parse_type [70]
                0.00    0.00      68/2963        parse_select_case_pattern [59]
                0.00    0.00      99/2963        parse_stmt_select_case <cycle 2> [57]
                0.00    0.00     302/2963        parse_expr_or <cycle 1> [84]
                0.00    0.00     303/2963        parse_expr_xor <cycle 1> [79]
                0.00    0.00     308/2963        parse_expr_and <cycle 1> [78]
                0.00    0.00     811/2963        parse_expr_operand <cycle 1> [53]
                0.00    0.00     998/2963        parse_stmt <cycle 2> [49]
[56]     0.0    0.00    0.00    2963         match_keyword [56]
                0.00    0.00     164/165242      next_token [9]
                0.00    0.00    2963/4000        is_a_keyword [122]
-----------------------------------------------
                                  33             parse_stmt_select <cycle 2> [67]
[57]     0.0    0.00    0.00      33         parse_stmt_select_case <cycle 2> [57]
                0.00    0.00      38/38          parse_select_case_pattern [59]
                0.00    0.00      38/162         match_token [62]
                0.00    0.00       6/165242      next_token [9]
                0.00    0.00      99/2963        match_keyword [56]
                0.00    0.00     123/4000        is_a_keyword [122]
                0.00    0.00      72/180         is_token_eof [141]
                0.00    0.00      61/264         buf__grow [135]
                0.00    0.00      33/1809        token_pos [124]
                0.00    0.00      33/60          new_StmtBlock [148]
                0.00    0.00      28/8470        is_token [121]
                                  39             parse_stmt <cycle 2> [49]
-----------------------------------------------
                0.00    0.00       1/116         parse_stmt_while <cycle 2> [88]
                0.00    0.00       2/116         parse_stmt_do <cycle 2> [86]
                0.00    0.00      14/116         parse_stmt_for <cycle 2> [61]
                0.00    0.00      30/116         parse_stmt_if <cycle 2> [66]
                0.00    0.00      33/116         parse_stmt_dim [55]
                0.00    0.00      36/116         parse_stmt_select <cycle 2> [67]
[58]     0.0    0.00    0.00     116         expect_keyword [58]
                0.00    0.00     116/165242      next_token [9]
                0.00    0.00     116/4000        is_a_keyword [122]
-----------------------------------------------
                0.00    0.00      38/38          parse_stmt_select_case <cycle 2> [57]
[59]     0.0    0.00    0.00      38         parse_select_case_pattern [59]
                0.00    0.00      39/362         parse_expr <cycle 1> [133]
                0.00    0.00       8/165242      next_token [9]
                0.00    0.00      68/2963        match_keyword [56]
                0.00    0.00       8/335         is_cmp_op [131]
                0.00    0.00       8/2331        token_kind [123]
-----------------------------------------------
                0.00    0.00       9/9           interpret [4]
[60]     0.0    0.00    0.00       9         initial_parse [60]
                0.00    0.00       9/9           init_interpreter [69]
                0.00    0.00       9/163875      parse_interpreter [5]
                0.00    0.00       9/623404      resolve_stmts <cycle 3> [115]
                0.00    0.00       9/9           new_interpreter [175]
                0.00    0.00       9/9           map_put [173]
                0.00    0.00       9/426054      sym_get_builtin [107]
-----------------------------------------------
                                   7             parse_stmt <cycle 2> [49]
[61]     0.0    0.00    0.00       7         parse_stmt_for <cycle 2> [61]
                0.00    0.00       7/123         parse_simple_stmt [52]
                0.00    0.00      11/362         parse_expr_unary <cycle 1> [85]
                0.00    0.00      14/116         expect_keyword [58]
                0.00    0.00       3/165242      next_token [9]
                0.00    0.00       7/2963        match_keyword [56]
                0.00    0.00      14/185         new_expr_binary [140]
                0.00    0.00       7/128         new_stmt_assign [143]
                0.00    0.00       7/7           new_stmt_for [177]
                0.00    0.00       7/8470        is_token [121]
                0.00    0.00       3/192         new_expr_int [139]
                0.00    0.00       3/331         token_name [132]
                                   7             parse_stmt_block <cycle 2> [162]
-----------------------------------------------
                0.00    0.00      10/162         parse_expr_operand <cycle 1> [53]
                0.00    0.00      27/162         test_lex [76]
                0.00    0.00      33/162         parse_stmt_dim [55]
                0.00    0.00      38/162         parse_stmt_select_case <cycle 2> [57]
                0.00    0.00      54/162         parse_expr_base <cycle 1> [63]
[62]     0.0    0.00    0.00     162         match_token [62]
                0.00    0.00      79/165242      next_token [9]
                0.00    0.00     162/8470        is_token [121]
-----------------------------------------------
                                 598             parse_expr_unary <cycle 1> [85]
[63]     0.0    0.00    0.00     598         parse_expr_base <cycle 1> [63]
                0.00    0.00      48/58          expect_token [68]
                0.00    0.00      54/162         match_token [62]
                0.00    0.00    1242/8470        is_token [121]
                0.00    0.00     598/1809        token_pos [124]
                0.00    0.00      23/264         buf__grow [135]
                0.00    0.00      23/23          new_expr_call [163]
                0.00    0.00       1/1           new_expr_index [186]
                                 598             parse_expr_operand <cycle 1> [53]
                                  55             parse_expr <cycle 1> [133]
-----------------------------------------------
                                 395             parse_expr_add <cycle 1> [65]
[64]     0.0    0.00    0.00     395         parse_expr_mul <cycle 1> [64]
                0.00    0.00      69/165242      next_token [9]
                0.00    0.00     464/464         is_mul_op [129]
                0.00    0.00      69/1809        token_pos [124]
                0.00    0.00      69/2331        token_kind [123]
                0.00    0.00      69/185         new_expr_binary [140]
                0.00    0.00       1/4000        is_a_keyword [122]
                                 464             parse_expr_unary <cycle 1> [85]
-----------------------------------------------
                                 327             parse_expr_cmp <cycle 1> [77]
[65]     0.0    0.00    0.00     327         parse_expr_add <cycle 1> [65]
                0.00    0.00      68/165242      next_token [9]
                0.00    0.00     395/395         is_add_op [130]
                0.00    0.00      68/1809        token_pos [124]
                0.00    0.00      68/2331        token_kind [123]
                0.00    0.00      68/185         new_expr_binary [140]
                                 395             parse_expr_mul <cycle 1> [64]
-----------------------------------------------
                                   8             parse_stmt <cycle 2> [49]
[66]     0.0    0.00    0.00       8         parse_stmt_if <cycle 2> [66]
                0.00    0.00      14/362         parse_expr <cycle 1> [133]
                0.00    0.00      30/116         expect_keyword [58]
                0.00    0.00      22/2963        match_keyword [56]
                0.00    0.00       8/8           new_stmt_if [176]
                0.00    0.00       6/264         buf__grow [135]
                                  15             parse_stmt_block <cycle 2> [162]
-----------------------------------------------
                                  12             parse_stmt <cycle 2> [49]
[67]     0.0    0.00    0.00      12         parse_stmt_select <cycle 2> [67]
                0.00    0.00      36/116         expect_keyword [58]
                0.00    0.00      12/362         parse_expr <cycle 1> [133]
                0.00    0.00      45/180         is_token_eof [141]
                0.00    0.00      45/4000        is_a_keyword [122]
                0.00    0.00      12/264         buf__grow [135]
                0.00    0.00      12/12          new_stmt_select_case [169]
                                  33             parse_stmt_select_case <cycle 2> [57]
-----------------------------------------------
                0.00    0.00      10/58          parse_expr_operand <cycle 1> [53]
                0.00    0.00      48/58          parse_expr_base <cycle 1> [63]
[68]     0.0    0.00    0.00      58         expect_token [68]
                0.00    0.00      58/165242      next_token [9]
                0.00    0.00      58/8470        is_token [121]
-----------------------------------------------
                0.00    0.00       9/9           initial_parse [60]
[69]     0.0    0.00    0.00       9         init_interpreter [69]
                0.00    0.00       9/9           init_builtin_types [73]
                0.00    0.00       9/9           init_builtin_funcs [83]
-----------------------------------------------
                0.00    0.00      33/33          parse_stmt_dim [55]
[70]     0.0    0.00    0.00      33         parse_type [70]
                0.00    0.00      33/33          parse_type_base [74]
                0.00    0.00       4/362         parse_expr <cycle 1> [133]
                0.00    0.00      33/2963        match_keyword [56]
                0.00    0.00      33/1809        token_pos [124]
                0.00    0.00       4/4           new_typespec_project [180]
-----------------------------------------------
                0.00    0.00      36/36          init_builtin_types [73]
[71]     0.0    0.00    0.00      36         init_builtin_type [71]
                0.00    0.00      36/36          sym_push_type [72]
-----------------------------------------------
                0.00    0.00      36/36          init_builtin_type [71]
[72]     0.0    0.00    0.00      36         sym_push_type [72]
                0.00    0.00      36/623404      new_sym <cycle 3> [147]
                0.00    0.00      36/688241      sym_get_type [31]
                0.00    0.00       9/264         buf__grow [135]
-----------------------------------------------
                0.00    0.00       9/9           init_interpreter [69]
[73]     0.0    0.00    0.00       9         init_builtin_types [73]
                0.00    0.00      36/36          init_builtin_type [71]
-----------------------------------------------
                0.00    0.00      33/33          parse_type [70]
[74]     0.0    0.00    0.00      33         parse_type_base [74]
                0.00    0.00      33/165242      next_token [9]
                0.00    0.00      33/1809        token_pos [124]
                0.00    0.00      33/8470        is_token [121]
                0.00    0.00      33/331         token_name [132]
                0.00    0.00      33/33          new_typespec_name [160]
-----------------------------------------------
                0.00    0.00       1/163877      test_keywords [93]
                0.00    0.00       1/163877      test_lex [76]
                0.00    0.00  163875/163877      parse_interpreter [5]
[75]     0.0    0.00    0.00  163877         init_keywords [75]
                0.00    0.00      26/623404      str_intern_range <cycle 3> [29]
                0.00    0.00      26/884917      str_intern [103]
                0.00    0.00       2/2           intern_arena_end [181]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[76]     0.0    0.00    0.00       1         test_lex [76]
                0.00    0.00      27/162         match_token [62]
                0.00    0.00       5/163914      init_stream [10]
                0.00    0.00       3/623404      str_intern_range <cycle 3> [29]
                0.00    0.00       1/1           test_keywords [93]
                0.00    0.00       1/163877      init_keywords [75]
                0.00    0.00       6/194         token_int_val [138]
                0.00    0.00       5/8470        is_token [121]
                0.00    0.00       5/39          clear_stream [154]
                0.00    0.00       3/57          token_float_val [150]
                0.00    0.00       3/331         token_name [132]
                0.00    0.00       3/884917      str_intern [103]
                0.00    0.00       2/39          token_str_val [156]
-----------------------------------------------
                                 308             parse_expr_and <cycle 1> [78]
[77]     0.0    0.00    0.00     308         parse_expr_cmp <cycle 1> [77]
                0.00    0.00      19/165242      next_token [9]
                0.00    0.00     327/335         is_cmp_op [131]
                0.00    0.00      19/1809        token_pos [124]
                0.00    0.00      19/2331        token_kind [123]
                0.00    0.00      19/185         new_expr_binary [140]
                                 327             parse_expr_add <cycle 1> [65]
-----------------------------------------------
                                 303             parse_expr_xor <cycle 1> [79]
[78]     0.0    0.00    0.00     303         parse_expr_and <cycle 1> [78]
                0.00    0.00     308/2963        match_keyword [56]
                0.00    0.00       5/1809        token_pos [124]
                0.00    0.00       5/185         new_expr_binary [140]
                                 308             parse_expr_cmp <cycle 1> [77]
-----------------------------------------------
                                 302             parse_expr_or <cycle 1> [84]
[79]     0.0    0.00    0.00     302         parse_expr_xor <cycle 1> [79]
                0.00    0.00     303/2963        match_keyword [56]
                0.00    0.00       1/1809        token_pos [124]
                0.00    0.00       1/185         new_expr_binary [140]
                                 303             parse_expr_and <cycle 1> [78]
-----------------------------------------------
                0.00    0.00      18/18          init_builtin_funcs [83]
[80]     0.0    0.00    0.00      18         init_builtin_func [80]
                0.00    0.00      18/18          sym_push_func [82]
-----------------------------------------------
                0.00    0.00      18/18          sym_push_func [82]
[81]     0.0    0.00    0.00      18         new_sym_func [81]
                0.00    0.00      18/623404      str_intern_range <cycle 3> [29]
                0.00    0.00      18/1305        arena_alloc [125]
                0.00    0.00      18/884917      str_intern [103]
-----------------------------------------------
                0.00    0.00      18/18          init_builtin_func [80]
[82]     0.0    0.00    0.00      18         sym_push_func [82]
                0.00    0.00      18/18          new_sym_func [81]
                0.00    0.00      18/87          sym_get_func [145]
                0.00    0.00       9/264         buf__grow [135]
-----------------------------------------------
                0.00    0.00       9/9           init_interpreter [69]
[83]     0.0    0.00    0.00       9         init_builtin_funcs [83]
                0.00    0.00      18/18          init_builtin_func [80]
                0.00    0.00       9/9           init_type_double_func [172]
-----------------------------------------------
                                 293             parse_expr <cycle 1> [133]
[84]     0.0    0.00    0.00     293         parse_expr_or <cycle 1> [84]
                0.00    0.00     302/2963        match_keyword [56]
                0.00    0.00       9/1809        token_pos [124]
                0.00    0.00       9/185         new_expr_binary [140]
                                 302             parse_expr_xor <cycle 1> [79]
-----------------------------------------------
                                  13             parse_expr_unary <cycle 1> [85]
                                 464             parse_expr_mul <cycle 1> [64]
                0.00    0.00      11/362         parse_stmt_for <cycle 2> [61]
                0.00    0.00     123/362         parse_simple_stmt [52]
[85]     0.0    0.00    0.00     598+13      parse_expr_unary <cycle 1> [85]
                0.00    0.00      13/165242      next_token [9]
                0.00    0.00     611/611         is_unary_op [128]
                0.00    0.00      13/1809        token_pos [124]
                0.00    0.00      13/2331        token_kind [123]
                0.00    0.00      13/13          new_expr_unary [168]
                                 598             parse_expr_base <cycle 1> [63]
                                  13             parse_expr_unary <cycle 1> [85]
-----------------------------------------------
                                   4             parse_stmt <cycle 2> [49]
[86]     0.0    0.00    0.00       4         parse_stmt_do <cycle 2> [86]
                0.00    0.00       2/362         parse_expr <cycle 1> [133]
                0.00    0.00       2/116         expect_keyword [58]
                0.00    0.00      10/2963        match_keyword [56]
                0.00    0.00       1/1           new_stmt_do_while [189]
                0.00    0.00       1/1           new_stmt_do_until [187]
                                   2             parse_stmt_block <cycle 2> [162]
                                   1             parse_stmt_do_until_loop <cycle 2> [91]
                                   1             parse_stmt_do_while_loop <cycle 2> [92]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[87]     0.0    0.00    0.00       1         test_select_case [87]
                0.00    0.00       1/163875      interpret [4]
                0.00    0.00       1/163914      init_stream [10]
                0.00    0.00       1/39          clear_stream [154]
-----------------------------------------------
                                   1             parse_stmt <cycle 2> [49]
[88]     0.0    0.00    0.00       1         parse_stmt_while <cycle 2> [88]
                0.00    0.00       1/362         parse_expr <cycle 1> [133]
                0.00    0.00       1/116         expect_keyword [58]
                0.00    0.00       1/1           new_stmt_while [191]
                                   1             parse_stmt_block <cycle 2> [162]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[89]     0.0    0.00    0.00       1         test_builtin_funcs [89]
                0.00    0.00       1/163875      interpret [4]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[90]     0.0    0.00    0.00       1         test_code [90]
                0.00    0.00       1/163875      interpret [4]
-----------------------------------------------
                                   1             parse_stmt_do <cycle 2> [86]
[91]     0.0    0.00    0.00       1         parse_stmt_do_until_loop <cycle 2> [91]
                0.00    0.00       1/362         parse_expr <cycle 1> [133]
                0.00    0.00       1/2963        match_keyword [56]
                0.00    0.00       1/1           new_stmt_do_until_loop [188]
                                   1             parse_stmt_block <cycle 2> [162]
-----------------------------------------------
                                   1             parse_stmt_do <cycle 2> [86]
[92]     0.0    0.00    0.00       1         parse_stmt_do_while_loop <cycle 2> [92]
                0.00    0.00       1/362         parse_expr <cycle 1> [133]
                0.00    0.00       1/2963        match_keyword [56]
                0.00    0.00       1/1           new_stmt_do_while_loop [190]
                                   1             parse_stmt_block <cycle 2> [162]
-----------------------------------------------
                0.00    0.00       1/1           test_lex [76]
[93]     0.0    0.00    0.00       1         test_keywords [93]
                0.00    0.00       2/623404      str_intern_range <cycle 3> [29]
                0.00    0.00       3/164482      is_keyword_name [42]
                0.00    0.00       1/163877      init_keywords [75]
                0.00    0.00       2/884917      str_intern [103]
-----------------------------------------------
                              622600             resolve_stmt_dim <cycle 3> [23]
[94]     0.0    0.00    0.00  622600         sym_push_dim <cycle 3> [94]
                0.00    0.00      27/3604725     sym_get [13]
                0.00    0.00      10/884917      str_intern [103]
                0.00    0.00       6/264         buf__grow [135]
                                  27             new_sym <cycle 3> [147]
                                  10             str_intern_range <cycle 3> [29]
-----------------------------------------------
                                  20             resolve_expected_expr <cycle 3> [7]
[95]     0.0    0.00    0.00      20         resolve_expr_call <cycle 3> [95]
                0.00    0.00      20/688156      resolve_name [39]
                                  20             resolve_expr <cycle 3> [25]
                                  20             resolve_expr_call_default <cycle 3> [165]
-----------------------------------------------
                                  19             resolve_select_case <cycle 3> [164]
[96]     0.0    0.00    0.00      19         resolve_select_case_pattern <cycle 3> [96]
                0.00    0.00      19/1015899     token_kind_name [41]
                                  19             resolve_expr <cycle 3> [25]
                                  19             resolve_expr_binary_op <cycle 3> [30]
-----------------------------------------------
                               65536             resolve_stmt_dim <cycle 3> [23]
[97]     0.0    0.00    0.00   65536         sym_push_project <cycle 3> [97]
                0.00    0.00       2/3604725     sym_get [13]
                0.00    0.00       1/264         buf__grow [135]
                                   2             resolve_expr <cycle 3> [25]
                                   2             convert_operand <cycle 3> [102]
                                   2             new_sym_project <cycle 3> [183]
-----------------------------------------------
                0.00    0.00      20/4391395     resolve_expr_call_default <cycle 3> [165]
                0.00    0.00  131083/4391395     resolve_binary_string_op <cycle 3> [111]
                0.00    0.00  163840/4391395     concat_operands <cycle 3> [38]
                0.00    0.00  262144/4391395     eval_unary_op [44]
                0.00    0.00  262144/4391395     resolve_unary_op [46]
                0.00    0.00  327760/4391395     resolve_binary_op [20]
                0.00    0.00  393216/4391395     resolve_expr_binary_op <cycle 3> [30]
                0.00    0.00  393229/4391395     resolve_expr_string <cycle 3> [35]
                0.00    0.00  393290/4391395     resolve_expr_int [108]
                0.00    0.00  524333/4391395     resolve_expr_float [34]
                0.00    0.00  557056/4391395     resolve_expr_boolean [33]
                0.00    0.00  983280/4391395     eval_binary_op [18]
[98]     0.0    0.00    0.00 4391395         operand_const [98]
-----------------------------------------------
                0.00    0.00   65536/3408198     unify_operands <cycle 3> [109]
                0.00    0.00  262144/3408198     is_cond_operand [112]
                0.00    0.00 1441952/3408198     resolve_expr_binary_op <cycle 3> [30]
                0.00    0.00 1638566/3408198     is_convertible [100]
[99]     0.0    0.00    0.00 3408198         is_arithmetic_type [99]
-----------------------------------------------
                0.00    0.00  753714/2556088     is_castable [104]
                0.00    0.00 1802374/2556088     convert_operand <cycle 3> [102]
[100]    0.0    0.00    0.00 2556088         is_convertible [100]
                0.00    0.00 1638566/3408198     is_arithmetic_type [99]
                0.00    0.00   65536/1802411     is_string_type [101]
                0.00    0.00   65536/655382      is_concatable [106]
-----------------------------------------------
                0.00    0.00   65536/1802411     is_convertible [100]
                0.00    0.00 1736875/1802411     resolve_expr_binary_op <cycle 3> [30]
[101]    0.0    0.00    0.00 1802411         is_string_type [101]
-----------------------------------------------
                                   2             sym_push_project <cycle 3> [97]
                                  43             resolve_expr_call_default <cycle 3> [165]
                              589846             resolve_binary_string_op <cycle 3> [111]
                             1212483             resolve_stmt_assign <cycle 3> [21]
[102]    0.0    0.00    0.00 1802374         convert_operand <cycle 3> [102]
                0.00    0.00 1802374/2556088     is_convertible [100]
                             1802374             cast_operand <cycle 3> [47]
-----------------------------------------------
                0.00    0.00       2/884917      test_keywords [93]
                0.00    0.00       2/884917      new_sym_project <cycle 3> [183]
                0.00    0.00       3/884917      test_lex [76]
                0.00    0.00       9/884917      interpret [4]
                0.00    0.00      10/884917      sym_push_dim <cycle 3> [94]
                0.00    0.00      18/884917      new_sym_func [81]
                0.00    0.00      26/884917      init_keywords [75]
                0.00    0.00      63/884917      new_sym <cycle 3> [147]
                0.00    0.00   32768/884917      add_builtin_string [17]
                0.00    0.00   32768/884917      cast_operand <cycle 3> [47]
                0.00    0.00  163840/884917      concat_operands <cycle 3> [38]
                0.00    0.00  262179/884917      add_builtin_var [6]
                0.00    0.00  393229/884917      resolve_expr_string <cycle 3> [35]
[103]    0.0    0.00    0.00  884917         str_intern [103]
-----------------------------------------------
                0.00    0.00  753714/753714      cast_operand <cycle 3> [47]
[104]    0.0    0.00    0.00  753714         is_castable [104]
                0.00    0.00  753714/2556088     is_convertible [100]
-----------------------------------------------
                0.00    0.00   65536/655440      unify_operands <cycle 3> [109]
                0.00    0.00  262144/655440      eval_unary_op [44]
                0.00    0.00  327760/655440      eval_binary_op [18]
[105]    0.0    0.00    0.00  655440         is_integer_type [105]
-----------------------------------------------
                0.00    0.00   65536/655382      is_convertible [100]
                0.00    0.00  589846/655382      resolve_binary_string_op <cycle 3> [111]
[106]    0.0    0.00    0.00  655382         is_concatable [106]
-----------------------------------------------
                0.00    0.00       9/426054      initial_parse [60]
                0.00    0.00  163866/426054      interpret [4]
                0.00    0.00  262179/426054      add_builtin_var [6]
[107]    0.0    0.00    0.00  426054         sym_get_builtin [107]
-----------------------------------------------
