Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00  393290/393290      resolve_expected_expr <cycle 3> [7]
[108]    0.0    0.00    0.00  393290         resolve_expr_int [108]
                0.00    0.00  393290/4391395     operand_const [98]
-----------------------------------------------
                              327760             resolve_binary_arithmetic_op <cycle 3> [19]
[109]    0.0    0.00    0.00  327760         unify_operands <cycle 3> [109]
                0.00    0.00   65536/3408198     is_arithmetic_type [99]
                0.00    0.00   65536/655440      is_integer_type [105]
                              294992             cast_operand <cycle 3> [47]
                               65536             promote_operand <cycle 3> [119]
-----------------------------------------------
                0.00    0.00  294992/294992      eval_binary_op [18]
[110]    0.0    0.00    0.00  294992         eval_binary_op_d [110]
-----------------------------------------------
                              294923             resolve_expr_binary_op <cycle 3> [30]
[111]    0.0    0.00    0.00  294923         resolve_binary_string_op <cycle 3> [111]
                0.00    0.00  589846/655382      is_concatable [106]
                0.00    0.00  131083/4391395     operand_const [98]
                              589846             convert_operand <cycle 3> [102]
                              163840             concat_operands <cycle 3> [38]
-----------------------------------------------
                0.00    0.00  262144/262144      resolve_cond_expr <cycle 3> [114]
[112]    0.0    0.00    0.00  262144         is_cond_operand [112]
                0.00    0.00  262144/3408198     is_arithmetic_type [99]
-----------------------------------------------
                0.00    0.00  262144/262144      resolve_expr_unary <cycle 3> [45]
[113]    0.0    0.00    0.00  262144         is_scalar_type [113]
-----------------------------------------------
                              262144             resolve_stmt_if <cycle 3> [118]
[114]    0.0    0.00    0.00  262144         resolve_cond_expr <cycle 3> [114]
                0.00    0.00  262144/262144      is_cond_operand [112]
                              262144             resolve_expr <cycle 3> [25]
                              262144             cast_operand <cycle 3> [47]
-----------------------------------------------
                                  77             str_intern_range <cycle 3> [29]
                0.00    0.00       9/623404      initial_parse [60]
                0.03    0.04  163875/623404      parse_interpreter [5]
[115]    0.0    0.00    0.00  163961         resolve_stmts <cycle 3> [115]
                             1671220             resolve_stmt <cycle 3> [27]
-----------------------------------------------
                0.00    0.00  163875/163875      interpret [4]
[116]    0.0    0.00    0.00  163875         map_get [116]
-----------------------------------------------
                0.00    0.00  163866/163866      interpret [4]
[117]    0.0    0.00    0.00  163866         update_interpreter [117]
-----------------------------------------------
                              131072             resolve_stmt <cycle 3> [27]
[118]    0.0    0.00    0.00  131072         resolve_stmt_if <cycle 3> [118]
                              262144             resolve_cond_expr <cycle 3> [114]
                              262144             resolve_stmt_block <cycle 3> [36]
-----------------------------------------------
                               65536             unify_operands <cycle 3> [109]
[119]    0.0    0.00    0.00   65536         promote_operand <cycle 3> [119]
                               65536             cast_operand <cycle 3> [47]
-----------------------------------------------
                0.00    0.00   32768/32768       eval_binary_op [18]
[120]    0.0    0.00    0.00   32768         eval_binary_op_i [120]
-----------------------------------------------
                0.00    0.00       5/8470        test_lex [76]
                0.00    0.00       7/8470        parse_stmt_for <cycle 2> [61]
                0.00    0.00      28/8470        parse_stmt_select_case <cycle 2> [57]
                0.00    0.00      33/8470        parse_type_base [74]
                0.00    0.00      58/8470        expect_token [68]
                0.00    0.00      81/8470        parse_stmts [51]
                0.00    0.00     162/8470        match_token [62]
                0.00    0.00    1222/8470        is_unary_op [128]
                0.00    0.00    1242/8470        parse_expr_base <cycle 1> [63]
                0.00    0.00    1632/8470        parse_expr_operand <cycle 1> [53]
                0.00    0.00    4000/8470        is_a_keyword [122]
[121]    0.0    0.00    0.00    8470         is_token [121]
-----------------------------------------------
                0.00    0.00       1/4000        parse_expr_mul <cycle 1> [64]
                0.00    0.00      45/4000        parse_stmt_select <cycle 2> [67]
                0.00    0.00     116/4000        expect_keyword [58]
                0.00    0.00     123/4000        parse_stmt_select_case <cycle 2> [57]
                0.00    0.00     356/4000        is_end_of_block [146]
                0.00    0.00     396/4000        is_mul_op [129]
                0.00    0.00    2963/4000        match_keyword [56]
[122]    0.0    0.00    0.00    4000         is_a_keyword [122]
                0.00    0.00    4000/8470        is_token [121]
-----------------------------------------------
                0.00    0.00       8/2331        parse_select_case_pattern [59]
                0.00    0.00      13/2331        parse_expr_unary <cycle 1> [85]
                0.00    0.00      19/2331        parse_expr_cmp <cycle 1> [77]
                0.00    0.00      68/2331        parse_expr_add <cycle 1> [65]
                0.00    0.00      69/2331        parse_expr_mul <cycle 1> [64]
                0.00    0.00     121/2331        parse_simple_stmt [52]
                0.00    0.00     244/2331        is_assign_op [144]
                0.00    0.00     482/2331        is_add_op [130]
                0.00    0.00     619/2331        is_mul_op [129]
                0.00    0.00     688/2331        is_cmp_op [131]
[123]    0.0    0.00    0.00    2331         token_kind [123]
-----------------------------------------------
                0.00    0.00       1/1809        parse_expr_xor <cycle 1> [79]
                0.00    0.00       5/1809        parse_expr_and <cycle 1> [78]
                0.00    0.00       9/1809        parse_expr_or <cycle 1> [84]
                0.00    0.00      13/1809        parse_expr_unary <cycle 1> [85]
                0.00    0.00      19/1809        parse_expr_cmp <cycle 1> [77]
                0.00    0.00      27/1809        parse_stmt_block <cycle 2> [162]
                0.00    0.00      33/1809        parse_type_base [74]
                0.00    0.00      33/1809        parse_type [70]
                0.00    0.00      33/1809        parse_stmt_select_case <cycle 2> [57]
                0.00    0.00      68/1809        parse_expr_add <cycle 1> [65]
                0.00    0.00      69/1809        parse_expr_mul <cycle 1> [64]
                0.00    0.00     123/1809        parse_simple_stmt [52]
                0.00    0.00     180/1809        parse_stmt <cycle 2> [49]
                0.00    0.00     598/1809        parse_expr_operand <cycle 1> [53]
                0.00    0.00     598/1809        parse_expr_base <cycle 1> [63]
[124]    0.0    0.00    0.00    1809         token_pos [124]
-----------------------------------------------
                0.00    0.00       2/1305        new_sym_project <cycle 3> [183]
                0.00    0.00       4/1305        new_sym_builtin [179]
                0.00    0.00      18/1305        new_sym_func [81]
                0.00    0.00      63/1305        new_sym <cycle 3> [147]
                0.00    0.00     161/1305        ast_dup [142]
                0.00    0.00    1057/1305        ast_alloc [126]
[125]    0.0    0.00    0.00    1305         arena_alloc [125]
-----------------------------------------------
                0.00    0.00      37/1057        new_typespec [158]
                0.00    0.00     194/1057        new_stmt [136]
                0.00    0.00     826/1057        new_expr [127]
[126]    0.0    0.00    0.00    1057         ast_alloc [126]
                0.00    0.00    1057/1305        arena_alloc [125]
-----------------------------------------------
                0.00    0.00       1/826         test_expr [192]
                0.00    0.00       1/826         new_expr_index [186]
                0.00    0.00      11/826         new_expr_paren [171]
                0.00    0.00      13/826         new_expr_unary [168]
                0.00    0.00      17/826         new_expr_boolean [167]
                0.00    0.00      23/826         new_expr_call [163]
                0.00    0.00      37/826         new_expr_str [157]
                0.00    0.00      54/826         new_expr_float [151]
                0.00    0.00     185/826         new_expr_binary [140]
                0.00    0.00     192/826         new_expr_int [139]
                0.00    0.00     292/826         new_expr_name [134]
[127]    0.0    0.00    0.00     826         new_expr [127]
                0.00    0.00     826/1057        ast_alloc [126]
-----------------------------------------------
                0.00    0.00     611/611         parse_expr_unary <cycle 1> [85]
[128]    0.0    0.00    0.00     611         is_unary_op [128]
                0.00    0.00    1222/8470        is_token [121]
-----------------------------------------------
                0.00    0.00     464/464         parse_expr_mul <cycle 1> [64]
[129]    0.0    0.00    0.00     464         is_mul_op [129]
                0.00    0.00     619/2331        token_kind [123]
                0.00    0.00     396/4000        is_a_keyword [122]
-----------------------------------------------
                0.00    0.00     395/395         parse_expr_add <cycle 1> [65]
[130]    0.0    0.00    0.00     395         is_add_op [130]
                0.00    0.00     482/2331        token_kind [123]
-----------------------------------------------
                0.00    0.00       8/335         parse_select_case_pattern [59]
                0.00    0.00     327/335         parse_expr_cmp <cycle 1> [77]
[131]    0.0    0.00    0.00     335         is_cmp_op [131]
                0.00    0.00     688/2331        token_kind [123]
-----------------------------------------------
                0.00    0.00       3/331         test_lex [76]
                0.00    0.00       3/331         parse_stmt_for <cycle 2> [61]
                0.00    0.00      33/331         parse_type_base [74]
                0.00    0.00     292/331         parse_expr_operand <cycle 1> [53]
[132]    0.0    0.00    0.00     331         token_name [132]
-----------------------------------------------
                                  10             parse_expr_operand <cycle 1> [53]
                                  55             parse_expr_base <cycle 1> [63]
                0.00    0.00       1/362         parse_stmt_while <cycle 2> [88]
                0.00    0.00       1/362         parse_stmt_do_while_loop <cycle 2> [92]
                0.00    0.00       1/362         parse_stmt_do_until_loop <cycle 2> [91]
                0.00    0.00       2/362         parse_stmt_do <cycle 2> [86]
                0.00    0.00       4/362         parse_type [70]
                0.00    0.00      12/362         parse_stmt_select <cycle 2> [67]
                0.00    0.00      14/362         parse_stmt_if <cycle 2> [66]
                0.00    0.00      33/362         parse_stmt_dim [55]
                0.00    0.00      39/362         parse_select_case_pattern [59]
                0.00    0.00     121/362         parse_simple_stmt [52]
[133]    0.0    0.00    0.00     293         parse_expr <cycle 1> [133]
                                 293             parse_expr_or <cycle 1> [84]
-----------------------------------------------
                0.00    0.00     292/292         parse_expr_operand <cycle 1> [53]
[134]    0.0    0.00    0.00     292         new_expr_name [134]
                0.00    0.00     292/826         new_expr [127]
-----------------------------------------------
                0.00    0.00       1/264         add_builtin_var [6]
                0.00    0.00       1/264         sym_push_project <cycle 3> [97]
                0.00    0.00       6/264         parse_stmt_if <cycle 2> [66]
                0.00    0.00       6/264         sym_push_dim <cycle 3> [94]
                0.00    0.00       9/264         parse_stmts [51]
                0.00    0.00       9/264         sym_push_type [72]
                0.00    0.00       9/264         sym_push_func [82]
                0.00    0.00      12/264         parse_stmt_select <cycle 2> [67]
                0.00    0.00      20/264         resolve_expr_call_default <cycle 3> [165]
                0.00    0.00      23/264         parse_expr_base <cycle 1> [63]
                0.00    0.00      27/264         parse_stmt_block <cycle 2> [162]
                0.00    0.00      32/264         parse_stmt_dim [55]
                0.00    0.00      48/264         scan_str [155]
                0.00    0.00      61/264         parse_stmt_select_case <cycle 2> [57]
[135]    0.0    0.00    0.00     264         buf__grow [135]
-----------------------------------------------
                0.00    0.00       1/194         new_stmt_while [191]
                0.00    0.00       1/194         new_stmt_do_while [189]
                0.00    0.00       1/194         new_stmt_do_until [187]
                0.00    0.00       1/194         new_stmt_do_while_loop [190]
                0.00    0.00       1/194         new_stmt_do_until_loop [188]
                0.00    0.00       2/194         new_stmt_expr [182]
                0.00    0.00       7/194         new_stmt_for [177]
                0.00    0.00       8/194         new_stmt_if [176]
                0.00    0.00      12/194         new_stmt_select_case [169]
                0.00    0.00      32/194         new_stmt_dim [161]
                0.00    0.00     128/194         new_stmt_assign [143]
[136]    0.0    0.00    0.00     194         new_stmt [136]
                0.00    0.00     194/1057        ast_alloc [126]
-----------------------------------------------
                0.00    0.00     194/194         next_token [9]
[137]    0.0    0.00    0.00     194         scan_int [137]
-----------------------------------------------
                0.00    0.00       6/194         test_lex [76]
                0.00    0.00     188/194         parse_expr_operand <cycle 1> [53]
[138]    0.0    0.00    0.00     194         token_int_val [138]
-----------------------------------------------
                0.00    0.00       1/192         test_expr [192]
                0.00    0.00       3/192         parse_stmt_for <cycle 2> [61]
                0.00    0.00     188/192         parse_expr_operand <cycle 1> [53]
[139]    0.0    0.00    0.00     192         new_expr_int [139]
                0.00    0.00     192/826         new_expr [127]
-----------------------------------------------
                0.00    0.00       1/185         parse_expr_xor <cycle 1> [79]
                0.00    0.00       5/185         parse_expr_and <cycle 1> [78]
                0.00    0.00       9/185         parse_expr_or <cycle 1> [84]
                0.00    0.00      14/185         parse_stmt_for <cycle 2> [61]
                0.00    0.00      19/185         parse_expr_cmp <cycle 1> [77]
                0.00    0.00      68/185         parse_expr_add <cycle 1> [65]
                0.00    0.00      69/185         parse_expr_mul <cycle 1> [64]
[140]    0.0    0.00    0.00     185         new_expr_binary [140]
                0.00    0.00     185/826         new_expr [127]
-----------------------------------------------
                0.00    0.00      45/180         parse_stmt_select <cycle 2> [67]
                0.00    0.00      63/180         parse_stmt_block <cycle 2> [162]
                0.00    0.00      72/180         parse_stmt_select_case <cycle 2> [57]
[141]    0.0    0.00    0.00     180         is_token_eof [141]
-----------------------------------------------
                0.00    0.00       8/168         new_stmt_if [176]
                0.00    0.00      12/168         new_stmt_select_case [169]
                0.00    0.00      23/168         new_expr_call [163]
                0.00    0.00      32/168         new_stmt_dim [161]
                0.00    0.00      33/168         new_select_case_pattern [159]
                0.00    0.00      60/168         new_StmtBlock [148]
[142]    0.0    0.00    0.00     168         ast_dup [142]
                0.00    0.00     161/1305        arena_alloc [125]
-----------------------------------------------
                0.00    0.00       7/128         parse_stmt_for <cycle 2> [61]
                0.00    0.00     121/128         parse_simple_stmt [52]
[143]    0.0    0.00    0.00     128         new_stmt_assign [143]
                0.00    0.00     128/194         new_stmt [136]
-----------------------------------------------
                0.00    0.00     123/123         parse_simple_stmt [52]
[144]    0.0    0.00    0.00     123         is_assign_op [144]
                0.00    0.00     244/2331        token_kind [123]
-----------------------------------------------
                0.00    0.00      18/87          sym_push_func [82]
                0.00    0.00      69/87          sym_get [13]
[145]    0.0    0.00    0.00      87         sym_get_func [145]
-----------------------------------------------
                0.00    0.00      63/63          parse_stmt_block <cycle 2> [162]
[146]    0.0    0.00    0.00      63         is_end_of_block [146]
                0.00    0.00     356/4000        is_a_keyword [122]
-----------------------------------------------
                                  27             sym_push_dim <cycle 3> [94]
                0.00    0.00      36/623404      sym_push_type [72]
[147]    0.0    0.00    0.00      63         new_sym <cycle 3> [147]
                0.00    0.00      63/1305        arena_alloc [125]
                0.00    0.00      63/884917      str_intern [103]
                                  63             str_intern_range <cycle 3> [29]
-----------------------------------------------
                0.00    0.00      27/60          parse_stmt_block <cycle 2> [162]
                0.00    0.00      33/60          parse_stmt_select_case <cycle 2> [57]
[148]    0.0    0.00    0.00      60         new_StmtBlock [148]
                0.00    0.00      60/168         ast_dup [142]
-----------------------------------------------
                0.00    0.00      57/57          next_token [9]
[149]    0.0    0.00    0.00      57         scan_float [149]
-----------------------------------------------
                0.00    0.00       3/57          test_lex [76]
                0.00    0.00      54/57          parse_expr_operand <cycle 1> [53]
[150]    0.0    0.00    0.00      57         token_float_val [150]
-----------------------------------------------
                0.00    0.00      54/54          parse_expr_operand <cycle 1> [53]
[151]    0.0    0.00    0.00      54         new_expr_float [151]
                0.00    0.00      54/826         new_expr [127]
-----------------------------------------------
                0.00    0.00      54/54          parse_expr_operand <cycle 1> [53]
[152]    0.0    0.00    0.00      54         token_end [152]
-----------------------------------------------
                0.00    0.00      54/54          parse_expr_operand <cycle 1> [53]
[153]    0.0    0.00    0.00      54         token_start [153]
-----------------------------------------------
                0.00    0.00       1/39          test_select_case [87]
                0.00    0.00       5/39          test_lex [76]
                0.00    0.00      33/39          test_parse [54]
[154]    0.0    0.00    0.00      39         clear_stream [154]
-----------------------------------------------
                0.00    0.00      39/39          next_token [9]
[155]    0.0    0.00    0.00      39         scan_str [155]
                0.00    0.00      48/264         buf__grow [135]
-----------------------------------------------
                0.00    0.00       2/39          test_lex [76]
                0.00    0.00      37/39          parse_expr_operand <cycle 1> [53]
[156]    0.0    0.00    0.00      39         token_str_val [156]
-----------------------------------------------
                0.00    0.00      37/37          parse_expr_operand <cycle 1> [53]
[157]    0.0    0.00    0.00      37         new_expr_str [157]
                0.00    0.00      37/826         new_expr [127]
-----------------------------------------------
                0.00    0.00       4/37          new_typespec_project [180]
                0.00    0.00      33/37          new_typespec_name [160]
[158]    0.0    0.00    0.00      37         new_typespec [158]
                0.00    0.00      37/1057        ast_alloc [126]
-----------------------------------------------
                0.00    0.00      33/33          new_stmt_select_case [169]
[159]    0.0    0.00    0.00      33         new_select_case_pattern [159]
                0.00    0.00      33/168         ast_dup [142]
-----------------------------------------------
                0.00    0.00      33/33          parse_type_base [74]
[160]    0.0    0.00    0.00      33         new_typespec_name [160]
                0.00    0.00      33/37          new_typespec [158]
-----------------------------------------------
                0.00    0.00      32/32          parse_stmt_dim [55]
[161]    0.0    0.00    0.00      32         new_stmt_dim [161]
                0.00    0.00      32/194         new_stmt [136]
                0.00    0.00      32/168         ast_dup [142]
-----------------------------------------------
                                   1             parse_stmt_while <cycle 2> [88]
                                   1             parse_stmt_do_while_loop <cycle 2> [92]
                                   1             parse_stmt_do_until_loop <cycle 2> [91]
                                   2             parse_stmt_do <cycle 2> [86]
                                   7             parse_stmt_for <cycle 2> [61]
                                  15             parse_stmt_if <cycle 2> [66]
[162]    0.0    0.00    0.00      27         parse_stmt_block <cycle 2> [162]
                0.00    0.00      63/180         is_token_eof [141]
                0.00    0.00      63/63          is_end_of_block [146]
                0.00    0.00      27/1809        token_pos [124]
                0.00    0.00      27/264         buf__grow [135]
                0.00    0.00      27/60          new_StmtBlock [148]
                                  36             parse_stmt <cycle 2> [49]
-----------------------------------------------
                0.00    0.00      23/23          parse_expr_base <cycle 1> [63]
[163]    0.0    0.00    0.00      23         new_expr_call [163]
                0.00    0.00      23/826         new_expr [127]
                0.00    0.00      23/168         ast_dup [142]
-----------------------------------------------
                                  23             resolve_stmt_select_case <cycle 3> [178]
[164]    0.0    0.00    0.00      23         resolve_select_case <cycle 3> [164]
                                  23             resolve_stmt_block <cycle 3> [36]
                                  19             resolve_select_case_pattern <cycle 3> [96]
-----------------------------------------------
                                  20             resolve_expr_call <cycle 3> [95]
[165]    0.0    0.00    0.00      20         resolve_expr_call_default <cycle 3> [165]
                0.00    0.00      20/264         buf__grow [135]
                0.00    0.00      20/4391395     operand_const [98]
                0.00    0.00      11/11          min [170]
                0.00    0.00       9/9           max [174]
                                  43             resolve_expected_expr <cycle 3> [7]
                                  43             convert_operand <cycle 3> [102]
-----------------------------------------------
                0.00    0.00       9/18          new_interpreter [175]
                0.00    0.00       9/18          init_type_double_func [172]
[166]    0.0    0.00    0.00      18         jalloc [166]
-----------------------------------------------
                0.00    0.00      17/17          parse_expr_operand <cycle 1> [53]
[167]    0.0    0.00    0.00      17         new_expr_boolean [167]
                0.00    0.00      17/826         new_expr [127]
-----------------------------------------------
                0.00    0.00      13/13          parse_expr_unary <cycle 1> [85]
[168]    0.0    0.00    0.00      13         new_expr_unary [168]
                0.00    0.00      13/826         new_expr [127]
-----------------------------------------------
                0.00    0.00      12/12          parse_stmt_select <cycle 2> [67]
[169]    0.0    0.00    0.00      12         new_stmt_select_case [169]
                0.00    0.00      33/33          new_select_case_pattern [159]
                0.00    0.00      12/194         new_stmt [136]
                0.00    0.00      12/168         ast_dup [142]
-----------------------------------------------
                0.00    0.00      11/11          resolve_expr_call_default <cycle 3> [165]
[170]    0.0    0.00    0.00      11         min [170]
-----------------------------------------------
                0.00    0.00       1/11          test_expr [192]
                0.00    0.00      10/11          parse_expr_operand <cycle 1> [53]
[171]    0.0    0.00    0.00      11         new_expr_paren [171]
                0.00    0.00      11/826         new_expr [127]
-----------------------------------------------
                0.00    0.00       9/9           init_builtin_funcs [83]
[172]    0.0    0.00    0.00       9         init_type_double_func [172]
                0.00    0.00       9/18          jalloc [166]
-----------------------------------------------
                0.00    0.00       9/9           initial_parse [60]
[173]    0.0    0.00    0.00       9         map_put [173]
-----------------------------------------------
                0.00    0.00       9/9           resolve_expr_call_default <cycle 3> [165]
[174]    0.0    0.00    0.00       9         max [174]
-----------------------------------------------
                0.00    0.00       9/9           initial_parse [60]
[175]    0.0    0.00    0.00       9         new_interpreter [175]
                0.00    0.00       9/18          jalloc [166]
-----------------------------------------------
                0.00    0.00       8/8           parse_stmt_if <cycle 2> [66]
[176]    0.0    0.00    0.00       8         new_stmt_if [176]
                0.00    0.00       8/194         new_stmt [136]
                0.00    0.00       8/168         ast_dup [142]
-----------------------------------------------
                0.00    0.00       7/7           parse_stmt_for <cycle 2> [61]
[177]    0.0    0.00    0.00       7         new_stmt_for [177]
                0.00    0.00       7/194         new_stmt [136]
-----------------------------------------------
                                   6             resolve_stmt <cycle 3> [27]
[178]    0.0    0.00    0.00       6         resolve_stmt_select_case <cycle 3> [178]
                                  23             resolve_select_case <cycle 3> [164]
                                   6             resolve_expr <cycle 3> [25]
                                   6             resolve_stmt_block <cycle 3> [36]
-----------------------------------------------
                0.00    0.00       4/4           add_builtin_var [6]
[179]    0.0    0.00    0.00       4         new_sym_builtin [179]
                0.00    0.00       4/1305        arena_alloc [125]
-----------------------------------------------
                0.00    0.00       4/4           parse_type [70]
[180]    0.0    0.00    0.00       4         new_typespec_project [180]
                0.00    0.00       4/37          new_typespec [158]
-----------------------------------------------
                0.00    0.00       2/2           init_keywords [75]
[181]    0.0    0.00    0.00       2         intern_arena_end [181]
-----------------------------------------------
                0.00    0.00       2/2           parse_simple_stmt [52]
[182]    0.0    0.00    0.00       2         new_stmt_expr [182]
                0.00    0.00       2/194         new_stmt [136]
-----------------------------------------------
                                   2             sym_push_project <cycle 3> [97]
[183]    0.0    0.00    0.00       2         new_sym_project <cycle 3> [183]
                0.00    0.00       2/1305        arena_alloc [125]
                0.00    0.00       2/884917      str_intern [103]
                                   2             str_intern_range <cycle 3> [29]
-----------------------------------------------
                0.00    0.00       1/1           str_intern_range <cycle 3> [29]
[184]    0.0    0.00    0.00       1         arena_grow [184]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[185]    0.0    0.00    0.00       1         intern_free [185]
-----------------------------------------------
                0.00    0.00       1/1           parse_expr_base <cycle 1> [63]
[186]    0.0    0.00    0.00       1         new_expr_index [186]
                0.00    0.00       1/826         new_expr [127]
-----------------------------------------------
                0.00    0.00       1/1           parse_stmt_do <cycle 2> [86]
[187]    0.0    0.00    0.00       1         new_stmt_do_until [187]
                0.00    0.00       1/194         new_stmt [136]
-----------------------------------------------
                0.00    0.00       1/1           parse_stmt_do_until_loop <cycle 2> [91]
[188]    0.0    0.00    0.00       1         new_stmt_do_until_loop [188]
                0.00    0.00       1/194         new_stmt [136]
-----------------------------------------------
                0.00    0.00       1/1           parse_stmt_do <cycle 2> [86]
[189]    0.0    0.00    0.00       1         new_stmt_do_while [189]
                0.00    0.00       1/194         new_stmt [136]
-----------------------------------------------
                0.00    0.00       1/1           parse_stmt_do_while_loop <cycle 2> [92]
[190]    0.0    0.00    0.00       1         new_stmt_do_while_loop [190]
                0.00    0.00       1/194         new_stmt [136]
-----------------------------------------------
                0.00    0.00       1/1           parse_stmt_while <cycle 2> [88]
[191]    0.0    0.00    0.00       1         new_stmt_while [191]
                0.00    0.00       1/194         new_stmt [136]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[192]    0.0    0.00    0.00       1         test_expr [192]
                0.00    0.00       1/826         new_expr [127]
                0.00    0.00       1/11          new_expr_paren [171]
                0.00    0.00       1/192         new_expr_int [139]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2020 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

  [16] add_builtin_boolean   [163] new_expr_call           [7] resolve_expected_expr (resolve.c)
  [14] add_builtin_double    [151] new_expr_float         [25] resolve_expr (resolve.c)
  [15] add_builtin_int       [186] new_expr_index         [43] resolve_expr_binary (resolve.c)
   [8] add_builtin_result (interpret.c) [139] new_expr_int [30] resolve_expr_binary_op (resolve.c)
  [17] add_builtin_string    [134] new_expr_name          [33] resolve_expr_boolean (resolve.c)
   [6] add_builtin_var (interpret.c) [171] new_expr_paren [95] resolve_expr_call (resolve.c)
 [125] arena_alloc           [157] new_expr_str          [165] resolve_expr_call_default (resolve.c)
 [184] arena_grow            [168] new_expr_unary         [34] resolve_expr_float (resolve.c)
 [126] ast_alloc (ast.c)     [175] new_interpreter (interpret.c) [108] resolve_expr_int (resolve.c)
 [142] ast_dup (ast.c)       [159] new_select_case_pattern (ast.c) [11] resolve_expr_name (resolve.c)
 [135] buf__grow             [136] new_stmt (ast.c)       [35] resolve_expr_string (resolve.c)
  [37] buf__printf           [143] new_stmt_assign        [45] resolve_expr_unary (resolve.c)
  [47] cast_operand (resolve.c) [161] new_stmt_dim        [39] resolve_name (resolve.c)
 [154] clear_stream          [187] new_stmt_do_until      [12] resolve_name_operand (resolve.c)
  [38] concat_operands (resolve.c) [188] new_stmt_do_until_loop [164] resolve_select_case (resolve.c)
 [102] convert_operand (resolve.c) [189] new_stmt_do_while [96] resolve_select_case_pattern (resolve.c)
  [18] eval_binary_op (resolve.c) [190] new_stmt_do_while_loop [27] resolve_stmt (resolve.c)
 [110] eval_binary_op_d (resolve.c) [182] new_stmt_expr   [21] resolve_stmt_assign (resolve.c)
 [120] eval_binary_op_i (resolve.c) [177] new_stmt_for    [36] resolve_stmt_block (resolve.c)
  [44] eval_unary_op (resolve.c) [176] new_stmt_if        [23] resolve_stmt_dim (resolve.c)
  [58] expect_keyword        [169] new_stmt_select_case  [118] resolve_stmt_if (resolve.c)
  [68] expect_token          [191] new_stmt_while        [178] resolve_stmt_select_case (resolve.c)
  [80] init_builtin_func (type.c) [147] new_sym (resolve.c) [115] resolve_stmts
  [83] init_builtin_funcs    [179] new_sym_builtin (interpret.c) [24] resolve_typespec (resolve.c)
  [71] init_builtin_type (type.c) [81] new_sym_func (resolve.c) [40] resolve_typespec_name (resolve.c)
  [73] init_builtin_types    [183] new_sym_project (resolve.c) [46] resolve_unary_op (resolve.c)
  [69] init_interpreter (interpret.c) [158] new_typespec (ast.c) [149] scan_float (lex.c)
  [75] init_keywords         [160] new_typespec_name     [137] scan_int (lex.c)
  [10] init_stream           [180] new_typespec_project  [155] scan_str (lex.c)
 [172] init_type_double_func (type.c) [9] next_token     [103] str_intern
  [60] initial_parse (interpret.c) [98] operand_const (resolve.c) [29] str_intern_range
 [181] intern_arena_end       [28] operand_lvalue (resolve.c) [13] sym_get (resolve.c)
 [185] intern_free           [133] parse_expr            [107] sym_get_builtin (interpret.c)
   [4] interpret              [65] parse_expr_add (parse.c) [22] sym_get_builtin (resolve.c)
 [122] is_a_keyword           [78] parse_expr_and (parse.c) [145] sym_get_func (resolve.c)
